data_year,state_name,total_agencies,participation_agencies,participating_agencies_pct,nibrs_participating_agencies,nibrs_participating_agencies,covered_agencies,covered_pct,total_population,nibrs_population
2006,West Virginia,462,346,0.75,343,0.99,0,0,1831328,1708093
2022,District of Columbia,3,2,0.67,2,1.00,0,0,671803,671803
1967,District of Columbia,1,1,1.00,0,0,0,0,809000,0
2013,Puerto Rico,1,0,0,0,0,0,0,0,0
1970,West Virginia,123,46,0.37,0,0,0,0,1725708,0
1999,Montana,121,45,0.37,0,0,0,0,961317,0
1972,Indiana,329,262,0.80,0,0,0,0,5305985,0
1989,South Dakota,99,54,0.55,0,0,0,0,729630,0
2010,Guam,1,0,0,0,0,0,0,0,0
2015,Utah,175,136,0.78,68,0.50,0,0,3203198,2266550
1964,Rhode Island,39,30,0.77,0,0,0,0,933089,0
1975,Alabama,264,221,0.84,0,0,0,0,3667918,0
1961,Illinois,429,397,0.93,0,0,2,0.01,10105315,0
1990,Tennessee,291,197,0.68,0,0,0,0,4892545,0
1998,Georgia,738,542,0.73,0,0,0,0,7745797,0
2007,Wyoming,80,65,0.81,0,0,0,0,529131,0
1980,Vermont,49,10,0.20,0,0,0,0,515056,0
1986,New Mexico,124,75,0.60,0,0,0,0,1492636,0
1972,South Carolina,132,83,0.63,0,0,0,0,2692286,0
2022,Massachusetts,449,384,0.86,384,1.00,0,0,6990326,6947897
1975,Indiana,336,287,0.85,0,0,0,0,5323810,0
1990,New Mexico,111,71,0.64,0,0,0,0,1536357,0
2014,Missouri,695,631,0.91,14,0.02,4,0.01,6112392,759060
2002,Texas,1039,970,0.93,25,0.03,0,0,21857459,1060399
1998,Utah,152,112,0.74,37,0.33,0,0,2199005,892913
2008,Hawaii,14,4,0.29,0,0,0,0,1397856,0
1972,Illinois,667,229,0.34,0,0,0,0,11325367,0
2022,New Jersey,617,543,0.88,309,0.57,0,0,9322469,5630105
1994,Guam,1,0,0,0,0,0,0,0,0
1994,Minnesota,314,299,0.95,0,0,0,0,4610322,0
1965,District of Columbia,1,1,1.00,0,0,0,0,803000,0
2009,New York,887,586,0.66,0,0,30,0.05,21490710,0
1969,Maryland,88,62,0.70,0,0,0,0,3866301,0
2001,Mississippi,225,128,0.57,0,0,0,0,2858136,0
1968,North Carolina,213,145,0.68,0,0,1,0.01,5143384,0
1986,Arkansas,224,192,0.86,0,0,0,0,2418887,0
1968,Indiana,320,222,0.69,0,0,0,0,5077215,0
1968,New Jersey,468,441,0.94,0,0,0,0,7132328,0
1988,Washington,218,174,0.80,0,0,1,0.01,4627950,0
1976,South Carolina,307,245,0.80,0,0,0,0,2873871,0
1999,Texas,1008,938,0.93,19,0.02,1,0.00,20134706,590330
1977,Wyoming,60,54,0.90,0,0,0,0,410986,0
1966,Oregon,99,90,0.91,0,0,1,0.01,1957054,0
1966,New Mexico,72,59,0.82,0,0,0,0,1114546,0
1983,North Carolina,690,406,0.59,0,0,0,0,6087858,0
1984,Iowa,232,223,0.96,0,0,0,0,2922583,0
1973,Oregon,159,142,0.89,0,0,0,0,2231245,0
1965,North Dakota,68,62,0.91,0,0,0,0,641361,0
1999,New Hampshire,224,60,0.27,0,0,0,0,1301550,0
1973,Michigan,575,494,0.86,0,0,0,0,9131662,0
1978,Wyoming,63,57,0.90,0,0,1,0.02,427724,0
1997,Nevada,38,34,0.89,0,0,0,0,1683630,0
1965,Missouri,265,209,0.79,0,0,0,0,4578974,0
1988,Louisiana,185,112,0.61,0,0,0,0,4446242,0
1989,Utah,133,107,0.80,0,0,0,0,1768099,0
2017,Connecticut,126,107,0.85,94,0.88,0,0,3645220,2964038
1967,North Dakota,68,61,0.90,0,0,0,0,639000,0
2004,Wisconsin,399,368,0.92,2,0.01,2,0.01,5593370,662201
2000,Virginia,438,384,0.88,384,1.00,0,0,7085348,6980761
1972,Rhode Island,51,41,0.80,0,0,0,0,968000,0
1966,Ohio,392,347,0.89,0,0,0,0,10662192,0
1995,West Virginia,371,297,0.80,0,0,0,0,1868043,0
2019,US Virgin Islands,3,0,0,0,0,0,0,0,0
1982,Iowa,231,222,0.96,0,0,0,0,2917664,0
1976,Utah,87,67,0.77,0,0,0,0,1280159,0
1963,Alabama,174,133,0.76,0,0,3,0.02,3432484,0
1982,New York,1008,795,0.79,0,0,0,0,18864583,0
1976,Alabama,369,366,0.99,0,0,0,0,3665000,0
1993,Arizona,107,92,0.86,0,0,0,0,3951420,0
1961,Kentucky,207,173,0.84,0,0,0,0,3038156,0
1974,Alaska,22,19,0.86,0,0,0,0,337000,0
1973,Florida,348,330,0.95,0,0,0,0,7696604,0
1969,Guam,1,0,0,0,0,0,0,83000,0
2017,Puerto Rico,24,0,0,0,0,0,0,3337177,0
1997,Alaska,40,24,0.60,0,0,0,0,609000,0
2018,New York,895,576,0.64,0,0,0,0,21485794,0
1997,Arizona,108,93,0.86,0,0,0,0,4575422,0
1988,New Hampshire,221,115,0.52,0,0,0,0,1239280,0
1968,California,538,451,0.84,0,0,2,0.00,20157325,0
1979,Pennsylvania,1302,1169,0.90,0,0,6,0.01,11899574,0
2010,Ohio,852,657,0.77,505,0.77,0,0,11759004,8169209
1998,Oregon,280,170,0.61,0,0,0,0,3316702,0
1983,North Dakota,85,76,0.89,0,0,0,0,685104,0
2012,Minnesota,374,331,0.89,0,0,1,0.00,5591233,0
1972,Colorado,129,109,0.84,0,0,0,0,2379398,0
2001,Nevada,40,35,0.88,0,0,0,0,2112936,0
1987,Ohio,595,428,0.72,0,0,0,0,11081160,0
2006,Puerto Rico,1,0,0,0,0,0,0,0,0
1975,New Jersey,553,506,0.92,0,0,0,0,7331025,0
1990,Nevada,35,29,0.83,0,0,0,0,1206589,0
1978,Vermont,49,18,0.37,0,0,0,0,490020,0
1998,Kentucky,560,16,0.03,3,0.19,0,0,3945918,51259
2019,District of Columbia,3,3,1.00,1,0.33,0,0,705749,0
1977,New Hampshire,216,155,0.72,0,0,0,0,849000,0
1987,Kansas,328,304,0.93,0,0,0,0,2489404,0
1966,Arizona,52,42,0.81,0,0,0,0,1682457,0
2012,Georgia,784,562,0.72,0,0,0,0,9986384,0
2015,Colorado,296,234,0.79,232,0.99,0,0,5505856,5445853
1965,New York,431,367,0.85,0,0,1,0.00,18661279,0
2015,New Mexico,143,119,0.83,0,0,0,0,2090676,0
1980,West Virginia,368,350,0.95,0,0,0,0,1931353,0
2005,New Hampshire,233,149,0.64,148,0.99,1,0.01,1365413,1056795
2011,California,778,735,0.94,0,0,1,0.00,37819249,0
1967,Mississippi,145,59,0.41,0,0,0,0,2352244,0
2004,Iowa,249,221,0.89,221,1.00,0,0,2981527,2914838
1990,Missouri,321,251,0.78,0,0,1,0.00,5183863,0
2020,West Virginia,472,263,0.56,263,1.00,0,0,1797688,1605715
1991,Maryland,180,155,0.86,0,0,0,0,4994174,0
1974,Arizona,83,63,0.76,0,0,0,0,2167891,0
1995,Oklahoma,355,286,0.81,0,0,0,0,3329864,0
2010,Washington,304,263,0.87,98,0.37,0,0,6762781,1404757
1984,Nevada,36,25,0.69,0,0,0,0,916349,0
1970,Kansas,204,191,0.94,0,0,0,0,2265966,0
2008,Arizona,128,112,0.88,3,0.03,0,0,6513235,316634
1991,New Hampshire,222,111,0.50,0,0,0,0,1250358,0
2022,North Dakota,145,111,0.77,111,1.00,0,0,807217,779261
1991,Delaware,63,48,0.76,0,0,0,0,699396,0
1994,North Carolina,766,473,0.62,0,0,0,0,7095681,0
2022,Oregon,241,212,0.88,212,1.00,0,0,4240975,4079739
1986,Vermont,64,46,0.72,0,0,0,0,554275,0
2007,Utah,161,121,0.75,56,0.46,0,0,2751296,1999179
1968,Tennessee,178,86,0.48,0,0,0,0,4022984,0
2008,Colorado,278,219,0.79,158,0.72,0,0,4978873,4023723
2017,Michigan,850,637,0.75,628,0.99,5,0.01,10387753,9938389
1960,Nebraska,137,126,0.92,0,0,0,0,1414511,0
2008,Rhode Island,50,49,0.98,47,0.96,0,0,1056952,1049774
1970,Washington,126,113,0.90,0,0,1,0.01,3429542,0
1998,Canal Zone,0,0,0,0,0,0,0,0,0
2007,Montana,132,101,0.77,95,0.94,1,0.01,1022745,933505
1969,California,538,468,0.87,0,0,0,0,20391297,0
1993,Wisconsin,341,327,0.96,0,0,0,0,5074837,0
2012,North Dakota,134,100,0.75,96,0.96,2,0.02,724363,689955
1998,Missouri,339,243,0.72,0,0,0,0,5526522,0
1969,Montana,92,76,0.83,0,0,0,0,700635,0
1992,Alaska,35,29,0.83,0,0,0,0,587000,0
1991,Indiana,342,250,0.73,0,0,0,0,5623357,0
2006,Louisiana,264,186,0.70,16,0.09,0,0,4364276,276885
2018,Florida,759,672,0.89,0,0,0,0,21441679,0
2002,North Dakota,116,74,0.64,71,0.96,0,0,650180,507490
2015,New Hampshire,238,181,0.76,181,1.00,0,0,1358708,1289691
1969,Louisiana,153,92,0.60,0,0,0,0,3992206,0
2016,District of Columbia,3,3,1.00,1,0.33,0,0,681170,0
1968,Missouri,266,194,0.73,0,0,1,0.01,4719547,0
2002,Alabama,423,269,0.64,0,0,0,0,4516995,0
1991,West Virginia,371,298,0.80,0,0,0,0,1841734,0
1969,New Hampshire,60,45,0.75,0,0,0,0,717000,0
2008,New Hampshire,234,152,0.65,151,0.99,1,0.01,1369409,1182280
2004,South Dakota,170,139,0.82,125,0.90,1,0.01,781164,564220
2004,Maryland,179,150,0.84,0,0,0,0,5726100,0
1999,Missouri,340,247,0.73,0,0,0,0,5543399,0
1989,Rhode Island,53,43,0.81,0,0,0,0,1002916,0
2010,Arizona,134,117,0.87,3,0.03,0,0,6404623,304306
1982,Michigan,760,648,0.85,0,0,0,0,9272139,0
2014,Tennessee,577,467,0.81,467,1.00,2,0.00,6563209,6549352
1983,Florida,738,689,0.93,0,0,0,0,10806691,0
2010,Minnesota,372,326,0.88,0,0,4,0.01,5507486,0
1988,Florida,737,0,0,0,0,0,0,12412311,0
1965,Connecticut,99,78,0.79,0,0,0,0,2916000,0
2015,Rhode Island,50,49,0.98,47,0.96,0,0,1062954,1055254
1968,New Hampshire,59,43,0.73,0,0,0,0,702000,0
1999,Tennessee,475,373,0.79,346,0.93,0,0,5491149,4171449
2005,West Virginia,462,373,0.81,366,0.98,0,0,1829736,1708644
1966,North Carolina,213,144,0.68,0,0,0,0,4902756,0
2003,South Carolina,488,422,0.86,421,1.00,1,0.00,4167510,4144591
2009,Texas,1093,1022,0.94,43,0.04,2,0.00,24855177,2937370
2010,Kentucky,504,373,0.74,370,0.99,0,0,4376436,3558400
2005,Arizona,111,92,0.83,1,0.01,0,0,5961525,34596
2001,Arizona,110,100,0.91,0,0,0,0,5323460,0
1963,Maryland,69,51,0.74,0,0,0,0,3370486,0
2013,Ohio,888,681,0.77,556,0.82,0,0,11692534,8641984
2017,New York,894,569,0.64,0,0,0,0,21791112,0
1983,Minnesota,296,286,0.97,0,0,0,0,4158158,0
1984,Tennessee,299,229,0.77,0,0,0,0,4730831,0
1985,Illinois,899,668,0.74,0,0,4,0.01,11667537,0
2003,New Hampshire,232,136,0.59,135,0.99,0,0,1347486,901753
1982,Alabama,390,287,0.74,0,0,0,0,4007808,0
2020,Arkansas,346,292,0.84,292,1.00,1,0.00,3055549,2939360
1996,Indiana,347,254,0.73,0,0,0,0,5855497,0
1992,Idaho,132,111,0.84,94,0.85,0,0,1100327,867266
1981,Montana,108,84,0.78,0,0,0,0,805348,0
1992,Connecticut,116,100,0.86,0,0,0,0,3360593,0
1974,Wisconsin,248,240,0.97,0,0,0,0,4586633,0
2004,Nevada,40,35,0.88,0,0,0,0,2341129,0
2020,New York,899,563,0.63,82,0.15,1,0.00,21264989,2650375
1973,Canal Zone,1,0,0,0,0,0,0,44650,0
1999,Ohio,625,369,0.59,67,0.18,3,0.01,11577790,1590765
1973,Virginia,278,213,0.77,0,0,0,0,4840519,0
1963,Hawaii,14,12,0.86,0,0,0,0,699619,0
1979,New Jersey,602,518,0.86,0,0,0,0,7337782,0
1979,Maine,136,130,0.96,0,0,0,0,1104664,0
1992,Wyoming,76,68,0.89,0,0,0,0,470028,0
1998,Nevada,39,35,0.90,0,0,0,0,1753364,0
2018,Mariana Islands,1,0,0,0,0,0,0,0,0
2015,Oklahoma,444,353,0.80,278,0.79,1,0.00,3966052,1639005
2004,New Hampshire,233,145,0.62,144,0.99,1,0.01,1355182,948884
2016,Delaware,80,62,0.78,62,1.00,0,0,968738,952065
1980,Tennessee,298,267,0.90,0,0,0,0,4557215,0
1973,New Hampshire,76,57,0.75,0,0,0,0,791000,0
2003,Missouri,618,588,0.95,0,0,4,0.01,5732950,0
2007,Wisconsin,405,374,0.92,26,0.07,0,0,5686904,1001595
1973,Tennessee,187,115,0.61,0,0,0,0,4166544,0
1964,Montana,91,85,0.93,0,0,1,0.01,712372,0
2005,Vermont,90,81,0.90,81,1.00,0,0,632830,608184
1997,Virginia,430,403,0.94,267,0.66,0,0,6745490,1973318
1971,Kansas,207,191,0.92,0,0,0,0,2275350,0
1983,Arizona,120,95,0.79,0,0,0,0,2975728,0
1982,Canal Zone,0,0,0,0,0,0,0,44650,0
1995,Vermont,81,53,0.65,19,0.36,0,0,593734,309236
2008,Tennessee,567,462,0.81,462,1.00,0,0,6230777,6214888
1989,Iowa,231,224,0.97,0,0,0,0,2851865,0
1975,New Mexico,113,109,0.96,0,0,0,0,1147856,0
2006,New York,935,707,0.76,0,0,2,0.00,21155940,0
1991,Wyoming,76,68,0.89,0,0,2,0.03,463980,0
2003,Delaware,69,53,0.77,53,1.00,2,0.04,841448,817491
1995,Virginia,428,404,0.94,159,0.39,1,0.00,6625915,560346
2020,Michigan,851,638,0.75,631,0.99,1,0.00,10393310,9805068
1985,Rhode Island,54,45,0.83,0,0,0,0,972526,0
1966,Maryland,93,51,0.55,0,0,0,0,3733495,0
2006,North Carolina,576,443,0.77,0,0,0,0,8889498,0
1988,Kentucky,497,0,0,0,0,0,0,3740136,0
1996,Guam,1,0,0,0,0,0,0,0,0
1994,Georgia,732,538,0.73,0,0,0,0,7110933,0
1988,District of Columbia,1,1,1.00,0,0,0,0,620000,0
1969,Ohio,414,346,0.84,0,0,0,0,10771527,0
1963,Puerto Rico,1,0,0,0,0,0,0,2529000,0
2011,Colorado,283,228,0.81,179,0.79,0,0,5155993,4492267
1990,Kansas,360,354,0.98,0,0,0,0,2479255,0
1987,Texas,866,805,0.93,0,0,0,0,16897175,0
1964,Michigan,289,267,0.92,0,0,1,0.00,8145228,0
1974,West Virginia,261,251,0.96,0,0,0,0,1791000,0
2006,Arkansas,292,263,0.90,223,0.85,5,0.02,2850710,2118860
1977,California,585,555,0.95,0,0,0,0,22011627,0
1986,Idaho,117,98,0.84,0,0,1,0.01,1036521,0
1981,New York,1000,814,0.81,0,0,1,0.00,18809745,0
1983,Texas,818,762,0.93,0,0,2,0.00,15917022,0
1960,New York,347,280,0.81,0,0,0,0,17501185,0
1970,Missouri,269,186,0.69,0,0,0,0,4765218,0
1963,Ohio,386,363,0.94,0,0,0,0,10185940,0
1965,Iowa,204,188,0.92,0,0,0,0,2787395,0
1966,California,429,387,0.90,0,0,0,0,19761236,0
1979,Alabama,380,363,0.96,0,0,0,0,3770191,0
2019,New York,898,571,0.64,23,0.04,1,0.00,21379545,1121693
1987,Montana,119,76,0.64,0,0,0,0,882767,0
2012,Connecticut,122,104,0.85,81,0.78,0,0,3682267,2598231
1985,California,756,706,0.93,0,0,0,0,26566282,0
1982,West Virginia,370,351,0.95,0,0,0,0,1951516,0
1963,Oklahoma,171,156,0.91,0,0,2,0.01,2541376,0
2014,Michigan,828,617,0.75,607,0.98,4,0.01,10410762,9823102
1984,Virginia,426,398,0.93,0,0,1,0.00,5639141,0
2020,Pennsylvania,1855,1289,0.69,27,0.02,12,0.01,13608308,257881
1970,Colorado,121,96,0.79,0,0,0,0,2246563,0
1983,Missouri,313,240,0.77,0,0,0,0,5042663,0
1977,South Dakota,102,87,0.85,0,0,0,0,696672,0
1966,Oklahoma,173,135,0.78,0,0,0,0,2576970,0
1985,Colorado,272,229,0.84,0,0,1,0.00,3254888,0
1970,Delaware,17,12,0.71,0,0,0,0,556519,0
2012,Vermont,96,87,0.91,87,1.00,0,0,635566,622979
1983,Idaho,116,98,0.84,0,0,3,0.03,1011239,0
2011,Guam,1,0,0,0,0,0,0,0,0
2009,Alabama,442,368,0.83,10,0.03,0,0,4732747,195507
2019,Nevada,74,62,0.84,6,0.10,1,0.02,3086380,721554
1972,Alabama,182,91,0.50,0,0,0,0,3613207,0
1989,Louisiana,186,104,0.56,0,0,0,0,4408399,0
2009,Guam,1,0,0,0,0,0,0,0,0
1993,Idaho,136,114,0.84,109,0.96,0,0,1129671,1048811
2013,Illinois,1035,751,0.73,1,0.00,0,0,12940590,150209
1987,Oklahoma,342,285,0.83,0,0,1,0.00,3319416,0
2000,North Dakota,116,75,0.65,70,0.93,1,0.01,658473,504897
1995,Nevada,38,32,0.84,0,0,0,0,1534897,0
1989,District of Columbia,1,1,1.00,0,0,0,0,604000,0
1981,Puerto Rico,2,1,0.50,0,0,0,0,3045000,0
2016,New Hampshire,238,185,0.78,184,0.99,0,0,1362694,1296355
2004,California,763,724,0.95,0,0,0,0,36003471,0
1985,West Virginia,370,349,0.94,0,0,0,0,1938052,0
1987,South Carolina,322,207,0.64,0,0,0,0,3492186,0
1987,District of Columbia,1,1,1.00,0,0,0,0,622000,0
1977,Minnesota,280,272,0.97,0,0,0,0,3987237,0
1989,Nebraska,320,226,0.71,0,0,0,0,1700942,0
1961,Michigan,276,262,0.95,0,0,1,0.00,7832419,0
2004,Texas,1053,989,0.94,28,0.03,0,0,22560566,1245300
2003,Oklahoma,370,298,0.81,0,0,0,0,3566501,0
1968,Guam,1,1,1.00,0,0,0,0,94000,0
2004,Ohio,676,473,0.70,249,0.53,4,0.01,11714712,5866863
1981,Virginia,423,410,0.97,0,0,0,0,5428769,0
1960,Wyoming,44,41,0.93,0,0,0,0,330066,0
1965,Rhode Island,39,30,0.77,0,0,0,0,938976,0
1995,North Dakota,111,88,0.79,78,0.89,0,0,652493,507744
1963,Colorado,111,104,0.94,0,0,0,0,1995959,0
2022,South Dakota,187,107,0.57,107,1.00,0,0,951636,830169
1997,Oregon,280,205,0.73,0,0,0,0,3275951,0
2017,Mississippi,251,84,0.33,6,0.07,0,0,2985402,249459
2002,Ohio,663,460,0.69,193,0.42,0,0,11678044,3521518
1965,Delaware,17,12,0.71,0,0,0,0,513885,0
2007,California,766,727,0.95,0,0,1,0.00,36672767,0
1974,Georgia,299,159,0.53,0,0,0,0,4987157,0
1979,District of Columbia,1,1,1.00,0,0,0,0,656000,0
2002,Wyoming,79,64,0.81,0,0,0,0,504213,0
2022,Mississippi,285,152,0.53,152,1.00,0,0,2942075,1791767
1973,Iowa,213,172,0.81,0,0,0,0,2916959,0
1996,Minnesota,321,307,0.96,0,0,0,0,4703408,0
2019,West Virginia,470,255,0.54,255,1.00,0,0,1804075,1603243
1977,Maine,132,126,0.95,0,0,0,0,1092006,0
2001,Idaho,140,115,0.82,111,0.97,4,0.03,1358864,1304523
1964,Maine,103,83,0.81,0,0,0,0,1011536,0
1965,Indiana,320,224,0.70,0,0,1,0.00,4851257,0
1963,Florida,212,177,0.83,0,0,1,0.01,5751537,0
2015,Michigan,841,630,0.75,620,0.98,2,0.00,10318255,9875391
2002,Georgia,754,555,0.74,0,0,0,0,8593897,0
2013,Tennessee,572,466,0.81,466,1.00,49,0.11,6509570,6495978
1981,Nebraska,229,176,0.77,0,0,0,0,1604413,0
1994,Ohio,601,382,0.64,0,0,0,0,11403775,0
1995,Massachusetts,418,276,0.66,72,0.26,0,0,6100843,1155865
2013,Delaware,71,57,0.80,57,1.00,0,0,941932,925749
2017,Kentucky,522,438,0.84,438,1.00,1,0.00,4494059,4454189
1966,Guam,1,0,0,0,0,0,0,65600,0
1967,Florida,219,169,0.77,0,0,0,0,6112587,0
1970,Arkansas,145,68,0.47,0,0,0,0,1960132,0
2016,Massachusetts,445,367,0.82,307,0.84,0,0,6824031,5915677
1995,Minnesota,321,300,0.93,0,0,0,0,4654947,0
1963,North Carolina,210,172,0.82,0,0,0,0,4748593,0
2013,Montana,133,105,0.79,98,0.93,0,0,1078577,1000016
1995,Louisiana,225,192,0.85,0,0,0,0,4360669,0
2005,South Dakota,172,110,0.64,99,0.90,1,0.01,793779,533263
1984,Wisconsin,291,270,0.93,0,0,0,0,4797837,0
2012,Ohio,874,666,0.76,526,0.79,2,0.00,11695268,8525099
2003,Alabama,427,306,0.72,0,0,0,0,4531274,0
1975,Delaware,45,39,0.87,0,0,0,0,580744,0
2021,New York,899,140,0.16,140,1.00,0,0,21763834,4256294
2022,US Virgin Islands,3,1,0.33,0,0,0,0,0,0
2003,Iowa,249,226,0.91,226,1.00,0,0,2973146,2916051
1987,Maryland,183,154,0.84,0,0,0,0,4614486,0
1988,Maryland,178,155,0.87,0,0,0,0,4775413,0
1988,South Carolina,320,203,0.63,0,0,0,0,3561276,0
1978,Wisconsin,270,259,0.96,0,0,0,0,4703707,0
1992,Nebraska,322,256,0.80,0,0,0,0,1700891,0
1970,Minnesota,229,212,0.93,0,0,0,0,3839690,0
1983,Tennessee,298,240,0.81,0,0,0,0,4698522,0
1981,Pennsylvania,1322,1164,0.88,0,0,1,0.00,12075312,0
2019,Texas,1251,1056,0.84,622,0.59,0,0,29074671,18771038
2001,Florida,678,582,0.86,0,0,0,0,16465493,0
1979,Puerto Rico,2,1,0.50,0,0,0,0,3045000,0
2020,Guam,3,0,0,0,0,0,0,0,0
2001,Indiana,358,273,0.76,0,0,0,0,6130368,0
2006,Hawaii,14,3,0.21,0,0,0,0,1394924,0
1967,Ohio,398,349,0.88,0,0,0,0,10479140,0
1966,New Jersey,373,325,0.87,0,0,0,0,6953988,0
1971,Tennessee,184,90,0.49,0,0,0,0,4029618,0
2002,Arkansas,239,203,0.85,10,0.05,0,0,2766823,441919
1963,Georgia,283,206,0.73,0,0,2,0.01,4215302,0
1987,Iowa,233,224,0.96,0,0,0,0,2846018,0
2014,Guam,1,1,1.00,0,0,0,0,0,0
2022,Tennessee,578,399,0.69,399,1.00,0,0,7074483,7047629
2005,Massachusetts,414,345,0.83,256,0.74,0,0,6413161,4814711
1968,Oregon,100,96,0.96,0,0,0,0,1820819,0
1960,Illinois,429,377,0.88,0,0,0,0,10125616,0
1998,Arizona,110,95,0.86,0,0,0,0,4689134,0
1986,Arizona,122,93,0.76,0,0,0,0,3326187,0
1965,New Jersey,368,320,0.87,0,0,0,0,6798848,0
1969,Minnesota,227,210,0.93,0,0,1,0.00,3738256,0
1980,Canal Zone,0,0,0,0,0,0,0,44650,0
1970,Maryland,88,65,0.74,0,0,0,0,4025631,0
2020,Virginia,460,417,0.91,417,1.00,1,0.00,8600924,8589304
2012,Maine,203,184,0.91,19,0.10,1,0.01,1373153,308328
1974,Kansas,212,195,0.92,0,0,0,0,2287937,0
1996,New Mexico,114,75,0.66,0,0,0,0,1737481,0
1963,Louisiana,152,94,0.62,0,0,0,0,3615386,0
1979,Canal Zone,1,0,0,0,0,0,0,44650,0
1993,Rhode Island,54,45,0.83,0,0,0,0,1005587,0
2000,Oregon,280,204,0.73,1,0.00,0,0,3460183,26499
1973,New Jersey,536,485,0.90,0,0,0,0,7377289,0
1966,South Carolina,120,64,0.53,0,0,0,0,2597342,0
1962,Illinois,430,395,0.92,0,0,0,0,10170866,0
1993,Montana,120,61,0.51,0,0,0,0,913444,0
1971,Minnesota,249,243,0.98,0,0,0,0,3887124,0
2020,Nebraska,333,240,0.72,128,0.53,0,0,2006701,1058926
1965,Arkansas,144,81,0.56,0,0,0,0,1940620,0
1981,District of Columbia,1,1,1.00,0,0,0,0,636000,0
1997,Tennessee,432,235,0.54,122,0.52,23,0.10,5381988,1180952
2000,Mississippi,225,130,0.58,0,0,0,0,2844765,0
2005,Washington,285,245,0.86,1,0.00,0,0,6317852,10598
1997,South Carolina,392,342,0.87,342,1.00,1,0.00,3815949,3758011
1975,Texas,643,478,0.74,0,0,1,0.00,12513522,0
2012,Arizona,135,113,0.84,5,0.04,0,0,6572455,410390
1985,Florida,742,706,0.95,0,0,0,0,11393898,0
2022,Delaware,79,63,0.80,63,1.00,0,0,1034511,1018396
1993,Mississippi,219,109,0.50,0,0,0,0,2662343,0
2006,North Dakota,122,80,0.66,73,0.91,0,0,656369,572453
1960,Minnesota,215,204,0.95,0,0,0,0,3422563,0
1963,New Mexico,69,65,0.94,0,0,0,0,1058707,0
2021,Montana,138,109,0.79,109,1.00,0,0,1134131,1103224
1987,Illinois,915,687,0.75,0,0,0,0,11686765,0
1970,Canal Zone,1,0,0,0,0,0,0,44650,0
2012,West Virginia,466,289,0.62,289,1.00,0,0,1868841,1747956
2010,Colorado,283,223,0.79,170,0.76,0,0,5067746,4344734
1964,Alabama,171,108,0.63,0,0,0,0,3461181,0
1972,North Carolina,220,147,0.67,0,0,0,0,5254971,0
2016,Louisiana,307,203,0.66,32,0.16,0,0,4817513,807692
1981,Massachusetts,421,318,0.76,0,0,0,0,5774998,0
2006,Michigan,803,612,0.76,601,0.98,1,0.00,10472927,9933984
2017,Nevada,71,61,0.86,0,0,0,0,3004362,0
1998,Kansas,388,2,0.01,0,0,0,0,2629938,0
1967,South Dakota,96,81,0.84,0,0,0,0,680336,0
1962,Rhode Island,34,30,0.88,0,0,0,0,864998,0
2004,Connecticut,119,101,0.85,64,0.63,0,0,3586296,2013285
1981,Oklahoma,325,286,0.88,0,0,0,0,3125799,0
1983,Arkansas,224,200,0.89,0,0,2,0.01,2357259,0
2003,Mississippi,224,125,0.56,0,0,0,0,2881281,0
2009,Virginia,442,413,0.93,413,1.00,1,0.00,7889510,7882590
2010,Rhode Island,50,49,0.98,47,0.96,0,0,1058992,1051516
2019,Iowa,280,247,0.88,247,1.00,0,0,3189026,3138760
1990,Maine,183,176,0.96,0,0,0,0,1237608,0
1961,Montana,86,82,0.95,0,0,0,0,679448,0
1975,Arizona,95,92,0.97,0,0,0,0,2237597,0
2018,Idaho,141,111,0.79,107,0.96,0,0,1819181,1752918
1978,New Mexico,119,102,0.86,0,0,0,0,1212856,0
1964,Canal Zone,1,0,0,0,0,0,0,42796,0
1960,Mississippi,145,104,0.72,0,0,0,0,2182022,0
1986,North Dakota,86,75,0.87,0,0,0,0,683963,0
1968,Massachusetts,266,211,0.79,0,0,0,0,5457576,0
2019,New Jersey,617,577,0.94,0,0,0,0,8941805,0
1978,Puerto Rico,2,1,0.50,0,0,0,0,3045000,0
2012,Kentucky,508,383,0.75,382,1.00,0,0,4413259,3653131
1994,Tennessee,292,193,0.66,0,0,0,0,5190824,0
1980,Montana,107,84,0.79,0,0,0,0,794764,0
2007,North Dakota,123,86,0.70,78,0.91,0,0,658340,582314
1998,Virginia,434,405,0.93,335,0.83,0,0,6802485,2766739
2009,Pennsylvania,1683,1347,0.80,0,0,0,0,13188116,0
1964,Tennessee,175,104,0.59,0,0,0,0,3847483,0
1985,Minnesota,298,288,0.97,0,0,0,0,4207040,0
1967,Nevada,28,22,0.79,0,0,0,0,448472,0
2008,Wisconsin,410,381,0.93,37,0.10,0,0,5714275,1295798
2022,Rhode Island,50,49,0.98,48,0.98,0,0,1100479,1092311
2008,Oklahoma,392,313,0.80,137,0.44,5,0.02,3704782,505030
2000,Hawaii,14,4,0.29,0,0,0,0,1314665,0
2022,Montana,138,110,0.80,110,1.00,0,0,1144837,1121153
2020,Wyoming,84,58,0.69,24,0.41,0,0,593429,233221
2013,Iowa,261,224,0.86,224,1.00,0,0,3114347,2967622
1971,California,541,499,0.92,0,0,0,0,20461218,0
2005,Canal Zone,0,0,0,0,0,0,0,0,0
1960,Pennsylvania,516,375,0.73,0,0,0,0,11522390,0
1979,Kentucky,479,465,0.97,0,0,0,0,3537205,0
